1521607706,f4bbccddeeaa,1521607668,ffbbccddeeaa,-85,-8 
1521607706,f2bbccddeeaa,1521607678,ffbbccddeeaa,-81,-8 
1521607706,f1bbccddeeaa,1521607674,ffbbccddeeaa,-86,-8 
1521607706,f3bbccddeeaa,1521607680,ffbbccddeeaa,-79,-8 
1521607707,f1bbccddeeaa,1521607676,ffbbccddeeaa,-83,-8 
1521607707,f4bbccddeeaa,1521607674,ffbbccddeeaa,-68,-8 
1521607707,f2bbccddeeaa,1521607681,ffbbccddeeaa,-85,-8 
1521607707,f3bbccddeeaa,1521607683,ffbbccddeeaa,-79,-8 
1521607707,f1bbccddeeaa,1521607682,ffbbccddeeaa,-85,-8 
1521607707,f4bbccddeeaa,1521607678,ffbbccddeeaa,-84,-8 
1521607708,f2bbccddeeaa,1521607686,ffbbccddeeaa,-85,-8 
1521607708,f3bbccddeeaa,1521607687,ffbbccddeeaa,-80,-8 
1521607708,f1bbccddeeaa,1521607688,ffbbccddeeaa,-84,-8 
1521607708,f4bbccddeeaa,1521607683,ffbbccddeeaa,-85,-8 
1521607708,f2bbccddeeaa,1521607692,ffbbccddeeaa,-80,-8 
1521607708,f3bbccddeeaa,1521607692,ffbbccddeeaa,-91,-8 
1521607709,f1bbccddeeaa,1521607695,ffbbccddeeaa,-83,-8 
1521607709,f2bbccddeeaa,1521607695,ffbbccddeeaa,-80,-8 
1521607709,f4bbccddeeaa,1521607688,ffbbccddeeaa,-85,-8 
1521607709,f3bbccddeeaa,1521607695,ffbbccddeeaa,-90,-8 
1521607709,f2bbccddeeaa,1521607699,ffbbccddeeaa,-81,-8 
1521607709,f1bbccddeeaa,1521607697,ffbbccddeeaa,-83,-8 
1521607710,f3bbccddeeaa,1521607699,ffbbccddeeaa,-80,-8 
1521607710,f4bbccddeeaa,1521607692,ffbbccddeeaa,-73,-8 
1521607710,f2bbccddeeaa,1521607709,ffbbccddeeaa,-84,-8 
1521607710,f1bbccddeeaa,1521607699,ffbbccddeeaa,-83,-8 
1521607710,f4bbccddeeaa,1521607695,ffbbccddeeaa,-73,-8 
1521607710,f3bbccddeeaa,1521607704,ffbbccddeeaa,-90,-8 
1521607711,f1bbccddeeaa,1521607704,ffbbccddeeaa,-82,-8 
1521607711,f4bbccddeeaa,1521607699,ffbbccddeeaa,-67,-8 
1521607711,f3bbccddeeaa,1521607708,ffbbccddeeaa,-84,-8 
1521607711,f1bbccddeeaa,1521607711,ffbbccddeeaa,-83,-8 
1521607712,f4bbccddeeaa,1521607704,ffbbccddeeaa,-86,-8 
1521607714,f2bbccddeeaa,1521607713,ffbbccddeeaa,-84,-8 
1521607714,f1bbccddeeaa,1521607714,ffbbccddeeaa,-84,-8 
1521607715,f2bbccddeeaa,1521607714,ffbbccddeeaa,-83,-8 
1521607715,f3bbccddeeaa,1521607715,ffbbccddeeaa,-89,-8 
1521607716,f4bbccddeeaa,1521607715,ffbbccddeeaa,-71,-8 
1521607717,f4bbccddeeaa,1521607716,ffbbccddeeaa,-67,-8 
1521607718,f2bbccddeeaa,1521607717,ffbbccddeeaa,-80,-8 
1521607719,f4bbccddeeaa,1521607718,ffbbccddeeaa,-85,-8 
1521607719,f1bbccddeeaa,1521607719,ffbbccddeeaa,-82,-8 
1521607721,f2bbccddeeaa,1521607720,ffbbccddeeaa,-79,-8 
