1521607917,f3bbccddeeaa,1521607911,ffbbccddeeaa,-87,-8 
1521607917,f4bbccddeeaa,1521607898,ffbbccddeeaa,-77,-8 
1521607918,f4bbccddeeaa,1521607900,ffbbccddeeaa,-82,-8 
1521607918,f2bbccddeeaa,1521607898,ffbbccddeeaa,-85,-8 
1521607918,f4bbccddeeaa,1521607906,ffbbccddeeaa,-74,-8 
1521607918,f3bbccddeeaa,1521607918,ffbbccddeeaa,-85,-8 
1521607919,f2bbccddeeaa,1521607906,ffbbccddeeaa,-90,-8 
1521607919,f4bbccddeeaa,1521607910,ffbbccddeeaa,-73,-8 
1521607919,f1bbccddeeaa,1521607900,ffbbccddeeaa,-85,-8 
1521607919,f3bbccddeeaa,1521607918,ffbbccddeeaa,-83,-8 
1521607919,f2bbccddeeaa,1521607911,ffbbccddeeaa,-85,-8 
1521607919,f4bbccddeeaa,1521607916,ffbbccddeeaa,-74,-8 
1521607920,f1bbccddeeaa,1521607909,ffbbccddeeaa,-75,-8 
1521607920,f2bbccddeeaa,1521607914,ffbbccddeeaa,-85,-8 
1521607920,f4bbccddeeaa,1521607919,ffbbccddeeaa,-74,-8 
1521607920,f1bbccddeeaa,1521607911,ffbbccddeeaa,-84,-8 
1521607921,f1bbccddeeaa,1521607916,ffbbccddeeaa,-76,-8 
1521607921,f1bbccddeeaa,1521607919,ffbbccddeeaa,-85,-8 
1521607922,f3bbccddeeaa,1521607921,ffbbccddeeaa,-85,-8 
1521607922,f2bbccddeeaa,1521607921,ffbbccddeeaa,-88,-8 
1521607922,f1bbccddeeaa,1521607922,ffbbccddeeaa,-76,-8 
1521607923,f4bbccddeeaa,1521607922,ffbbccddeeaa,-80,-8 
1521607923,f4bbccddeeaa,1521607923,ffbbccddeeaa,-73,-8 
1521607924,f3bbccddeeaa,1521607923,ffbbccddeeaa,-83,-8 
1521607924,f2bbccddeeaa,1521607924,ffbbccddeeaa,-85,-8 
1521607925,f1bbccddeeaa,1521607924,ffbbccddeeaa,-84,-8 
1521607925,f3bbccddeeaa,1521607924,ffbbccddeeaa,-85,-8 
1521607925,f4bbccddeeaa,1521607925,ffbbccddeeaa,-80,-8 
1521607926,f1bbccddeeaa,1521607925,ffbbccddeeaa,-84,-8 
1521607926,f3bbccddeeaa,1521607925,ffbbccddeeaa,-85,-8 
1521607927,f3bbccddeeaa,1521607926,ffbbccddeeaa,-85,-8 
1521607928,f4bbccddeeaa,1521607927,ffbbccddeeaa,-79,-8 
1521607928,f1bbccddeeaa,1521607928,ffbbccddeeaa,-85,-8 
1521607929,f1bbccddeeaa,1521607929,ffbbccddeeaa,-76,-8 
1521607930,f4bbccddeeaa,1521607929,ffbbccddeeaa,-80,-8 
1521607930,f2bbccddeeaa,1521607929,ffbbccddeeaa,-90,-8 
1521607930,f3bbccddeeaa,1521607929,ffbbccddeeaa,-85,-8 
1521607932,f1bbccddeeaa,1521607931,ffbbccddeeaa,-83,-8 
1521607932,f4bbccddeeaa,1521607931,ffbbccddeeaa,-80,-8 
1521607933,f3bbccddeeaa,1521607932,ffbbccddeeaa,-88,-8 
1521607933,f2bbccddeeaa,1521607932,ffbbccddeeaa,-85,-8 
1521607934,f1bbccddeeaa,1521607933,ffbbccddeeaa,-75,-8 
1521607934,f4bbccddeeaa,1521607933,ffbbccddeeaa,-80,-8 
1521607937,f2bbccddeeaa,1521607935,ffbbccddeeaa,-91,-8 
1521607937,f1bbccddeeaa,1521607936,ffbbccddeeaa,-84,-8 
1521607937,f4bbccddeeaa,1521607936,ffbbccddeeaa,-80,-8 
1521607938,f3bbccddeeaa,1521607937,ffbbccddeeaa,-87,-8 
1521607939,f1bbccddeeaa,1521607938,ffbbccddeeaa,-84,-8 
1521607939,f3bbccddeeaa,1521607939,ffbbccddeeaa,-86,-8 
1521607940,f2bbccddeeaa,1521607939,ffbbccddeeaa,-91,-8 
1521607940,f1bbccddeeaa,1521607940,ffbbccddeeaa,-76,-8 
1521607941,f4bbccddeeaa,1521607941,ffbbccddeeaa,-80,-8 
1521607942,f2bbccddeeaa,1521607941,ffbbccddeeaa,-83,-8 
1521607943,f3bbccddeeaa,1521607942,ffbbccddeeaa,-85,-8 
1521607943,f4bbccddeeaa,1521607943,ffbbccddeeaa,-73,-8 
1521607943,f1bbccddeeaa,1521607943,ffbbccddeeaa,-84,-8 
1521607944,f2bbccddeeaa,1521607944,ffbbccddeeaa,-82,-8 
1521607945,f1bbccddeeaa,1521607945,ffbbccddeeaa,-78,-8 
1521607945,f4bbccddeeaa,1521607945,ffbbccddeeaa,-83,-8 
1521607946,f4bbccddeeaa,1521607946,ffbbccddeeaa,-78,-8 
1521607946,f1bbccddeeaa,1521607946,ffbbccddeeaa,-78,-8 
1521607946,f2bbccddeeaa,1521607946,ffbbccddeeaa,-85,-8 
1521607948,f3bbccddeeaa,1521607947,ffbbccddeeaa,-76,-8 
1521607948,f1bbccddeeaa,1521607948,ffbbccddeeaa,-86,-8 
1521607949,f4bbccddeeaa,1521607948,ffbbccddeeaa,-72,-8 
1521607949,f2bbccddeeaa,1521607949,ffbbccddeeaa,-91,-8 
1521607950,f1bbccddeeaa,1521607949,ffbbccddeeaa,-79,-8 
1521607950,f4bbccddeeaa,1521607949,ffbbccddeeaa,-78,-8 
1521607950,f2bbccddeeaa,1521607950,ffbbccddeeaa,-79,-8 
1521607951,f3bbccddeeaa,1521607950,ffbbccddeeaa,-86,-8 
